TIME  2013  2014  2015  2016  2017  2018  2019  2020  2021  2022
Nurnberg  369500  369900  371528  377543  381375  382802  385633  380581  344000  0
Odense  0  0  0  0  0  0  0  0  0  0
Offenburg  120800  121600  122495  125459  126753  127677  128772  126243  53000  0
Oldenburg_(Oldenburg)  107600  108400  108941  112334  113124  112978  114540  112246  90000  0
Olomouc  0  0  0  0  0  0  0  0  0  0
Olsztyn  0  0  0  0  0  0  0  0  0  0
Oostende  0  0  28345  28292  28272  28402  28675  0  29151  0
Opole  0  0  0  0  0  0  0  0  0  0
Oradea  0  0  0  0  0  0  0  0  0  0
Orleans  107819  108427  108713  108831  109172  109440  109957  110464  0  0
Osijek  39552  39188  38207  37778  32817  38595  37846  37421  42308  43123
Oslo  0  0  0  0  0  0  0  0  0  0
Osnabruck  141100  141800  143318  147862  148536  147732  148633  145023  110000  0
Osrednjeslovenska  141  141  128220  129599  132121  134043  138446  141550  0  0
Oss  0  0  39000  39000  0  0  39290  40264  43000  38000
Ostrava  0  0  0  0  0  0  0  0  0  0
Ostrowiec_Swietokrzyski  0  0  0  0  0  0  0  0  0  0
Ostrow_Wielkopolski  0  0  0  0  0  0  0  0  0  0
Oulu/Uleaborg  0  0  62257  63034  63192  64033  64790  65604  66656  0
Ourense  36185  35415  34751  34577  33876  34624  34157  33737  34286  34290
Oviedo  78896  77643  75520  75893  72207  74740  72962  71746  72633  71312
Oxford  0  0  159800  159800  160400  156500  0  0  0  0
Pabianice  0  0  0  0  0  0  0  0  0  0
Paderborn  82900  83800  84190  85998  85954  86435  87157  85575  97000  0
Padova  0  0  0  0  0  140123  137291  137550  0  0
Palencia  0  0  25178  24963  23959  24687  23961  23760  23508  23572
Palermo  0  0  0  0  0  196426  195507  189210  0  0
Palma_de_Mallorca  195399  193103  194856  196029  204650  198509  203642  200772  204238  209639
Pamplona/Iruña  96939  95887  96571  96954  99057  98000  98458  98282  98885  100381
Panevezys  0  0  33996  33971  31771  28048  26761  29334  29960  30116
Pardubice  0  0  0  0  0  0  0  0  0  0
Paris  3342196  3347768  3351213  3349662  3358108  3364508  3379882  3386021  0  0
Parma  0  0  0  0  0  96195  95125  94452  0  0
Passau  63000  62900  63237  64571  65208  65354  65925  65323  60000  0
Pau  66675  66896  66355  66491  66418  66137  66230  66369  0  0
Pavia  0  0  0  0  0  34408  34379  33268  0  0
Pazardzhik  0  0  25155  24465  24912  24611  24897  24061  21285  0
Perpignan  83869  84647  85239  85386  85049  84794  85628  85908  0  0
Perugia  0  0  0  0  0  69424  69800  68924  0  0
Pesaro  0  0  0  0  0  33194  33514  33345  0  0
Pescara  0  0  0  0  0  55078  56555  55597  0  0
Pforzheim  86000  86900  88146  90302  91230  91881  92518  91640  77000  0
Piacenza  0  0  0  0  0  53643  53037  53236  0  0
Piatra_Neamt  0  0  0  0  0  0  0  0  0  0
Pila  0  0  0  0  0  0  0  0  0  0
Piotrkow_Trybunalski  0  0  0  0  0  0  0  0  0  0
Pisa  0  0  0  0  0  48148  48353  47592  0  0
Pitesti  0  0  0  0  0  0  0  0  0  0
Plauen  59900  59600  59184  59587  58328  57275  56768  55398  26000  0
Pleven  0  0  35054  33974  34441  33928  34105  32838  31252  0
Plock  0  0  0  0  0  0  0  0  0  0
Ploiesti  0  0  0  0  0  0  0  0  0  0
Plovdiv  0  0  122277  121954  125949  124315  125296  123715  123333  0
Plymouth  0  0  105700  109600  110600  107000  0  0  0  0
Plzen  0  0  0  0  0  0  0  0  0  0
Podravska  86  88  79729  79471  79973  80478  82470  84166  0  0
Poitiers  65300  65165  65331  64975  64581  64590  64934  65096  0  0
Poland  0  0  0  0  9530000  9440000  0  0  0  0
Ponferrada  0  0  21577  21547  20352  21373  20815  19931  20090  19785
Ponta_Delgada  0  0  0  0  0  0  0  0  27751  0
Pontevedra  0  0  35382  35546  34082  34808  34644  34511  34695  34285
Pordenone  0  0  0  0  0  36399  36219  36299  0  0
Porto  0  0  0  0  0  0  0  0  309342  0
Portsmouth  0  0  145500  146400  145300  150600  0  0  0  0
Portugal  0  0  0  0  0  0  0  0  2382510  0
Potenza  0  0  0  0  0  30260  29543  28859  0  0
Poznan  0  0  0  0  0  0  0  0  0  0
Praha  0  0  0  0  0  0  0  0  0  0
Prato  0  0  0  0  0  73241  74234  78682  0  0
Preston  0  0  66500  72100  73600  70600  0  0  0  0
Presov  0  0  0  0  0  0  0  0  0  0
Przemysl  0  0  0  0  0  0  0  0  0  0
Puerto_de_Santa_Maria  0  0  0  0  0  0  0  22466  22662  22648
Puerto_de_la_Cruz  0  0  28966  29162  29317  29311  29392  29161  29634  30420
Pula/Pola  0  0  0  20423  17361  20198  20500  20472  21823  17827
Patra  0  0  0  0  0  0  0  0  0  0
Pecs  0  0  0  62664  0  0  0  0  0  62722
Povoa_de_Varzim  0  0  0  0  0  0  0  0  15377  0
Quimper  54239  54232  54097  53723  53508  53658  53919  54199  0  0
Radom  0  0  0  0  0  0  0  0  0  0
Ragusa  0  0  0  0  0  21072  21272  20965  0  0
Ravenna  0  0  0  0  0  46926  45953  46198  0  0
Reading  0  0  92000  92900  94900  97300  0  0  0  0
Regensburg  128900  130100  131231  135069  136728  136986  137987  136580  135000  0
Reggio_di_Calabria  0  0  0  0  0  44079  41581  40896  0  0
Reggio_nell_Emilia  0  0  0  0  0  74569  74775  73690  0  0
Reims  86323  85957  85964  85495  85152  84874  84999  85501  0  0
Remscheid  29800  29700  29315  29520  29610  29425  29547  29019  48000  0
Rennes  178574  180267  181821  183478  185208  187457  189629  192948  0  0
Reus  32640  32101  31394  30801  30243  30554  30270  30150  30544  30430
Reutlingen  77600  78600  79459  81616  82123  82215  82847  81456  59000  0
Riga  0  0  235300  229800  235700  235700  237900  239900  0  236400
Rijeka  53515  53281  52645  52202  50324  49034  47651  47250  53756  46651
Rimini  0  0  0  0  0  66790  66323  64011  0  0
Roma  0  0  0  0  0  1060686  1055938  1046923  0  0
Roman  0  0  0  0  0  0  0  0  0  0
Romania  0  0  5243245  5145030  5183612  5185121  0  0  0  0
Roosendaal  0  34000  36000  36000  0  0  38963  35486  38000  38000
Rosenheim  80800  81700  82263  84062  85172  85298  86043  85559  65000  0
Rostock  111000  109500  108509  108947  108026  105684  107614  107895  99000  0
Rotterdam  0  401000  509000  502000  0  0  524769  523208  539000  556000
Rouen  167603  167927  167534  166975  166914  166968  167693  168328  0  0
Ruhrgebiet  0  0  0  0  0  0  1317588  1294663  1330000  0
Ruse  0  0  43427  43314  44216  43244  43090  42095  37905  0
Rybnik  0  0  0  0  0  0  0  0  0  0
Rzeszow  0  0  0  0  0  0  0  0  0  0
Ramnicu_Valcea  0  0  0  0  0  0  0  0  0  0
Saarbrucken  214300  209200  206713  215346  215873  212081  210709  206494  144000  0
Sagunto  0  0  20975  20332  20688  20929  20739  20612  20795  21383
Saint-Brieuc  45675  45396  45190  45228  44988  45179  45169  45624  0  0
Saint-Denis  70418  71255  71679  71694  71178  70945  72216  72238  0  0
Saint-Louis  12219  12283  12262  12232  11775  11460  11353  11403  0  0
Saint-Louis-Basel_(French_part)  29668  29743  29808  29906  29888  30170  30537  30922  0  0
Saint-Etienne  114487  113985  113552  113176  112515  112495  112906  113926  0  0
Salamanca  51141  51159  50319  49309  48239  49804  49450  47760  47285  48245
Salerno  0  0  0  0  0  57105  56337  54395  0  0
Samsun  0  0  0  0  0  0  0  0  0  0
San_Sebastian/Donostia  83908  83567  82717  83961  83076  83946  82094  80854  82293  82550
Sanlucar_de_Barrameda  0  0  0  0  0  0  0  18228  18392  18306
Santa_Cruz_de_Tenerife  131503  131385  139260  139952  141314  140312  141644  141044  143195  146252
Santa_Lucia_de_Tirajana  0  0  0  0  0  0  0  20951  20780  21877
Santander  98971  98857  97266  96402  93740  95929  95104  92981  94593  94249
Santiago_de_Compostela  51802  51560  50954  50610  50375  51157  50916  49848  49976  50388
Sassari  0  0  0  0  0  50505  52059  47803  0  0
Sassuolo  0  0  0  0  0  26270  26604  25960  0  0
Satu_Mare  0  0  0  0  0  0  0  0  0  0
Savona  0  0  0  0  0  23858  23292  23176  0  0
Schweinfurt  77000  76700  76410  76833  77246  77105  77025  75752  59000  0
Schweiz/Suisse  0  0  0  0  0  0  0  0  0  0
Schwerin  85300  85100  82961  83300  82417  80471  81217  81044  41000  0
Sevilla  370395  369408  406071  400880  398261  403941  401701  397183  404598  408385
Sheffield  0  0  314700  301400  308700  315400  0  0  0  0
Shumen  0  0  22182  21601  21903  21673  22098  21490  20804  0
Sibiu  0  0  0  0  0  0  0  0  0  0
Siedlce  0  0  0  0  0  0  0  0  0  0
Siegen  114600  115300  115311  116935  116424  115921  116305  113383  67000  0
Siirt  0  0  0  0  0  0  0  0  0  0
Siracusa  0  0  0  0  0  44069  44372  43024  0  0
Sittard-Geleen  0  39000  47000  45000  0  0  44822  45054  45000  45000
Slatina  0  0  0  0  0  0  0  0  0  0
Slavonski_Brod  22181  21798  20784  20392  15111  22193  21515  21109  20867  21626
Sliven  0  0  26862  26206  26573  26363  26635  25686  22900  0
Slovakia  1505800  1510000  1504600  1510800  1504000  1505800  0  1481400  0  0
Slovenia  546  548  508149  508900  513949  517734  0  0  0  0
Slupsk  0  0  0  0  0  0  0  0  0  0
Soest  0  0  19000  19000  0  0  20883  21112  19000  20000
Sofia  0  0  359235  360416  368969  363941  366137  361513  398970  0
Solingen  40700  41300  41311  42172  41828  41915  41986  41069  42000  0
Sopron  0  0  0  27338  0  0  0  0  0  27848
Southampton  0  0  193000  185600  191000  187400  0  0  0  0
Spain  12521400  12359100  12398119  12313596  12172100  12206500  0  0  0  0
Speyer  0  0  0  0  0  0  0  0  29000  0
Split  75437  75170  74440  74135  66205  73452  75048  74740  79368  80094
St_Gallen  0  0  0  75212  78825  80032  78335  77092  77473  0
Stalowa_Wola  0  0  0  0  0  0  0  0  0  0
Stara_Zagora  0  0  37068  36930  37700  36888  36834  36116  35773  0
Stargard  0  0  0  0  0  0  0  0  0  0
Stavanger  0  0  0  0  0  0  0  0  0  0
Stockholm  0  0  0  0  602611  616245  0  0  0  0
Stoke-on-Trent  0  0  127700  132900  129300  127400  0  0  0  0
Stralsund  58600  56900  55922  56073  55018  54061  54633  54666  27000  0
Strasbourg  208022  208914  209070  209658  209747  211558  213386  215499  0  0
Stuttgart  746200  755800  765865  787598  795654  797852  804252  789327  749000  0
Suceava  0  0  0  0  0  0  0  0  0  0
Suwalki  0  0  0  0  0  0  0  0  0  0
Swansea  0  0  97700  97000  93800  98600  0  0  0  0
Sweden  0  0  0  0  1571473  1608905  0  0  0  0
Swidnica  0  0  0  0  0  0  0  0  0  0
Szczecin  0  0  0  0  0  0  0  0  0  0
Szeged  0  0  0  64092  0  0  0  0  0  63948
Szolnok  0  0  0  41712  0  0  0  0  0  40797
Szombathely  0  0  0  40667  0  0  0  0  0  41266
Szekesfehervar  0  0  0  75035  0  0  0  0  0  76142
Talavera_de_la_Reina  0  0  27182  26627  26048  26145  25671  25199  25830  25921
Tallinn  0  0  166700  170600  175200  174900  176300  170000  169200  181000
Tampere/Tammerfors  0  0  107976  108543  108833  109604  110924  112382  114827  0
Taranto  0  0  0  0  0  83674  83135  83834  0  0
Tarnow  0  0  0  0  0  0  0  0  0  0
Tarragona  61866  61206  60702  58984  59364  59384  59390  59753  60207  58965
Tartu  0  0  39700  39100  40100  40200  39700  39600  41800  43700
Tatabanya  0  0  0  37583  0  0  0  0  0  39505
Tczew  0  0  0  0  0  0  0  0  0  0
Terni  0  0  0  0  0  38910  39266  38000  0  0
Thessaloniki  0  0  0  0  0  0  0  0  0  0
Tilburg  0  77000  89000  90000  0  0  91993  92380  95000  97000
Timisoara  0  0  0  0  0  0  0  0  0  0
Toledo  41438  41076  40954  40776  40818  40833  40236  39955  41076  41311
Tomaszow_Mazowiecki  0  0  0  0  0  0  0  0  0  0
Torino  0  0  0  0  0  428701  425698  421612  0  0
Torrevieja  0  0  24508  23929  22687  22495  22699  22306  22005  22445
Torun  0  0  0  0  0  0  0  0  0  0
Toulon  122088  122704  123185  123349  123420  125020  126421  127253  0  0
Toulouse  352376  357939  363079  365696  368491  372933  378685  382755  0  0
Tours  122188  122372  122080  121889  121824  122171  122802  124061  0  0
Trabzon  0  0  0  0  0  0  0  0  0  0
Trani  0  0  0  0  0  13016  13057  12662  0  0
Trapani  0  0  0  0  0  24846  23542  24320  0  0
Trencin  0  0  0  0  0  0  0  0  0  0
Trento  0  0  0  0  0  61740  62463  61264  0  0
Treviso  0  0  0  0  0  50555  50524  51220  0  0
Trier  55600  56000  55923  57031  56662  55757  56486  55050  85000  0
Trieste  0  0  0  0  0  55997  54770  55521  0  0
Trnava  0  0  0  0  0  0  0  0  0  0
Trondheim  0  0  0  0  0  0  0  0  0  0
Troyes  49973  50317  50536  50145  50346  50309  50424  50425  0  0
Tulcea  0  0  0  0  0  0  0  0  0  0
Turku/Abo  0  0  85300  86210  87040  87532  88035  88479  90030  0
Targoviste  0  0  0  0  0  0  0  0  0  0
Targu_Jiu  0  0  0  0  0  0  0  0  0  0
Targu_Mures  0  0  0  0  0  0  0  0  0  0
Tubingen  57700  58400  59122  60795  61246  61653  62417  61361  63000  0
Turkiye  0  0  0  0  0  0  0  0  0  0
Udine  0  0  0  0  0  59096  58936  58212  0  0
Ulm  138600  139800  140812  144122  146183  146824  148483  146289  135000  0
Umea  0  0  0  0  42223  42883  0  0  0  0
United_Kingdom  0  0  0  0  0  0  0  0  0  0
Uppsala  0  0  0  0  82226  84244  0  0  0  0
Utrecht  0  210000  249000  254000  0  0  253608  256144  264000  272000
Valence  58573  59156  59664  59583  60122  60434  60625  61206  0  0
Valencia  435605  434153  0  451115  452656  459393  453542  449601  453779  463492
Valenciennes  79551  79651  79615  78921  78428  78011  77964  77941  0  0
Valladolid  111516  110909  110283  109920  105176  109029  108240  105499  106091  106272
Van  0  0  0  0  0  0  0  0  0  0
Vannes  45177  45430  45491  45070  45317  45375  45838  46372  0  0
Varese  0  0  0  0  0  48430  48122  44959  0  0
Varna  0  0  96115  96084  98612  97278  97827  96627  95453  0
Veenendaal  0  0  27000  25000  0  0  26590  28331  27000  28000
Veliko_Tarnovo  0  0  18744  18381  19152  19388  19612  19202  18623  0
Venezia  0  0  0  0  0  141040  139575  136565  0  0
Venlo  0  58000  56000  58000  0  0  59395  58036  60000  61000
Verona  0  0  0  0  0  134653  134700  135202  0  0
Verviers  0  0  0  0  0  0  0  0  23260  0
Veszprem  0  0  0  35742  0  0  0  0  0  36507
Viana_do_Castelo  0  0  0  0  0  0  0  0  19752  0
Vicenza  0  0  0  0  0  60095  60682  61582  0  0
Vidin  0  0  13068  12477  12839  12783  12840  12413  10421  0
Vigo  141510  139866  138590  138684  132705  135176  134875  135249  135331  134419
Villingen-Schwenningen  57500  58000  58481  59842  60520  60800  61196  59941  52000  0
Vilnius  0  0  177421  180505  185628  196544  203787  208409  209755  205936
Viseu  0  0  0  0  0  0  0  0  25371  0
Vitoria/Gasteiz  72677  71352  70646  69674  69030  70259  69418  67893  68684  69429
Volos  0  0  0  0  0  0  0  0  0  0
Vratsa  0  0  14900  14112  15005  14491  14633  14018  13524  0
Vasteras  0  0  0  0  51578  52772  0  0  0  0
Walbrzych  0  0  0  0  0  0  0  0  0  0
Warszawa  0  0  0  0  0  0  0  0  0  0
Waterford  0  0  0  0  0  0  0  0  0  0
Weimar  38300  37500  36644  37867  37449  36937  37034  36721  24000  0
West_Midlands_urban_area  0  0  771700  787400  787400  794400  0  0  0  0
Wetzlar  70800  69800  69858  71112  70563  70505  71014  68830  41000  0
Wiesbaden  118900  117600  119302  122769  123166  122983  124091  121553  119000  0
Wilhelmshaven  43300  42948  42735  43500  43278  43010  43293  42209  35000  0
Wloclawek  0  0  0  0  0  0  0  0  0  0
Wolfsburg  0  0  0  0  0  0  0  0  111000  0
Worcester  0  0  47800  50500  45800  45700  0  0  0  0
Wroclaw  0  0  0  0  0  0  0  0  0  0
Wuppertal  87900  87300  87180  89276  0  0  89688  88703  102000  0
Wurzburg  142800  142500  142487  144852  145682  145570  145527  143080  114000  0
Yambol  0  0  21234  20632  20905  20567  20788  20085  18806  0
Zadar  0  0  0  26893  22112  27061  27016  26884  28494  27877
Zagreb  284121  283789  282880  282450  246084  302807  307181  306714  296358  294439
Zalaegerszeg  0  0  0  29884  0  0  0  0  0  28551
Zamora  0  0  18057  17561  16732  17586  16538  16178  16270  15932
Zamosc  0  0  0  0  0  0  0  0  0  0
Zaragoza  203765  203722  202723  201195  198153  200010  201586  197288  197942  194679
Zielona_Gora  0  0  0  0  0  0  0  0  0  0
Zlin  0  0  0  0  0  0  0  0  0  0
Zonguldak  0  0  0  0  0  0  0  0  0  0
Zwickau  87500  87000  86090  87203  85002  83377  82216  80272  61000  0
Zwolle  0  69000  100000  100000  0  0  104464  105641  107000  113000
Zurich  0  0  0  572740  572942  577754  567614  573748  583470  0
Avila  0  0  15913  15746  15167  15514  15215  15139  14866  14848
Arhus  0  0  0  0  0  0  0  0  0  0
Orebro  0  0  0  0  54947  56657  0  0  0  0
Usti_nad_Labem  0  0  0  0  0  0  0  0  0  0
Zilina  0  0  0  0  0  0  0  0  0  0
                    
Special_value                    
0  not_available                  
Available_flags0                    
b  break_in_time_series                  
d  definition_differs_(see_metadata)                  
e  estimated                  
u  low_reliability                  
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
