TIME  2013  2014  2015  2016  2017  2018  2019  2020  2021  2022
Nurnberg  321900  324000  323499  329630  330221  331162  336088  329692  299000  0
Odense  0  0  0  0  0  0  0  0  0  0
Offenburg  104300  104500  105287  107886  107913  108338  110146  106639  44000  0
Oldenburg_(Oldenburg)  99500  100100  101641  101754  103152  104125  105663  104293  90000  0
Olomouc  0  0  0  0  0  0  0  0  0  0
Olsztyn  0  0  0  0  0  0  0  0  0  0
Oostende  0  0  24013  24431  24918  24653  24952  0  25138  0
Opole  0  0  0  0  0  0  0  0  0  0
Oradea  0  0  0  0  0  0  0  0  0  0
Orleans  103448  104397  105017  105154  105824  105965  106438  106917  0  0
Osijek  35815  35485  34597  34208  34776  33472  31974  31615  34634  36264
Oslo  0  0  0  0  0  0  0  0  0  0
Osnabruck  123900  123800  126210  127296  128276  129161  130075  127892  99000  0
Osrednjeslovenska  129  129  114454  116055  118472  120318  122499  123173  0  0
Oss  0  0  34000  35000  0  0  33798  37218  36000  32000
Ostrava  0  0  0  0  0  0  0  0  0  0
Ostrowiec_Swietokrzyski  0  0  0  0  0  0  0  0  0  0
Ostrow_Wielkopolski  0  0  0  0  0  0  0  0  0  0
Oulu/Uleaborg  0  0  58942  59253  59369  59928  60173  61585  61815  0
Ourense  33501  33748  33787  33660  32704  33927  33553  33180  33280  34056
Oviedo  71655  72299  71540  71281  68419  71908  70361  69238  69649  68241
Oxford  0  0  139100  137000  143400  137500  0  0  0  0
Pabianice  0  0  0  0  0  0  0  0  0  0
Paderborn  68000  68800  69865  71745  72038  72538  73151  72590  84000  0
Padova  0  0  0  0  0  113088  110842  110673  0  0
Palencia  0  0  22562  22030  21727  22421  21553  21578  21655  21824
Palermo  0  0  0  0  0  137251  137683  131256  0  0
Palma_de_Mallorca  169333  168773  173255  174293  178318  175525  182425  179213  185335  187356
Pamplona/Iruña  85439  86219  87105  87230  89522  89735  90309  89198  92814  93400
Panevezys  0  0  34003  36883  34572  30412  31760  33229  31551  33569
Pardubice  0  0  0  0  0  0  0  0  0  0
Paris  3221631  3236253  3250689  3253469  3263775  3274232  3288344  3293040  0  0
Parma  0  0  0  0  0  77619  76795  75577  0  0
Passau  56200  56800  57325  58741  58915  59211  60045  58787  55000  0
Pau  62078  62530  62862  63254  63480  63804  63893  64312  0  0
Pavia  0  0  0  0  0  28263  28430  27228  0  0
Pazardzhik  0  0  21723  20882  20905  20751  20853  20341  19479  0
Perpignan  81059  81851  82707  83760  83936  84089  84905  85718  0  0
Perugia  0  0  0  0  0  57724  58435  57924  0  0
Pesaro  0  0  0  0  0  26708  27195  26982  0  0
Pescara  0  0  0  0  0  43656  45602  44241  0  0
Pforzheim  74600  74700  75602  77169  77261  77261  78213  76551  68000  0
Piacenza  0  0  0  0  0  41753  41407  41299  0  0
Piatra_Neamt  0  0  0  0  0  0  0  0  0  0
Pila  0  0  0  0  0  0  0  0  0  0
Piotrkow_Trybunalski  0  0  0  0  0  0  0  0  0  0
Pisa  0  0  0  0  0  39809  40654  39574  0  0
Pitesti  0  0  0  0  0  0  0  0  0  0
Plauen  54000  53700  53744  52528  52053  51091  51537  49667  24000  0
Pleven  0  0  30817  29539  29467  29121  29204  28329  30157  0
Plock  0  0  0  0  0  0  0  0  0  0
Ploiesti  0  0  0  0  0  0  0  0  0  0
Plovdiv  0  0  110089  108133  110575  109493  110814  108714  118687  0
Plymouth  0  0  94800  93400  94900  96400  0  0  0  0
Plzen  0  0  0  0  0  0  0  0  0  0
Podravska  71  72  66039  66245  67070  67880  68978  69080  0  0
Poitiers  64563  64662  64649  64663  64485  64571  64900  65107  0  0
Poland  0  0  0  0  7737000  7703000  0  0  0  0
Ponferrada  0  0  19281  19252  18271  19116  18829  18305  18428  18887
Ponta_Delgada  0  0  0  0  0  0  0  0  31011  0
Pontevedra  0  0  31334  31213  31344  32272  32004  31060  31766  32140
Pordenone  0  0  0  0  0  28734  28740  28771  0  0
Porto  0  0  0  0  0  0  0  0  310065  0
Portsmouth  0  0  127600  129200  132500  125600  0  0  0  0
Portugal  0  0  0  0  0  0  0  0  2435468  0
Potenza  0  0  0  0  0  21809  21199  20825  0  0
Poznan  0  0  0  0  0  0  0  0  0  0
Praha  0  0  0  0  0  0  0  0  0  0
Prato  0  0  0  0  0  58825  60209  63365  0  0
Preston  0  0  57600  56900  61400  63300  0  0  0  0
Presov  0  0  0  0  0  0  0  0  0  0
Przemysl  0  0  0  0  0  0  0  0  0  0
Puerto_de_Santa_Maria  0  0  0  0  0  0  0  18175  19639  19460
Puerto_de_la_Cruz  0  0  25741  25857  26007  25665  26000  25383  26540  27086
Pula/Pola  0  0  0  18089  14011  17871  18108  18083  19662  18916
Patra  0  0  0  0  0  0  0  0  0  0
Pecs  0  0  0  56531  0  0  0  0  0  59470
Povoa_de_Varzim  0  0  0  0  0  0  0  0  15552  0
Quimper  52252  52208  52118  52116  51866  52086  52365  52806  0  0
Radom  0  0  0  0  0  0  0  0  0  0
Ragusa  0  0  0  0  0  16029  16208  15735  0  0
Ravenna  0  0  0  0  0  38010  37394  37356  0  0
Reading  0  0  78900  80300  79600  78000  0  0  0  0
Regensburg  109100  110700  111565  115020  115596  116194  118486  116431  117000  0
Reggio_di_Calabria  0  0  0  0  0  33933  31433  31048  0  0
Reggio_nell_Emilia  0  0  0  0  0  59094  59642  58332  0  0
Reims  81091  81093  81644  81365  81405  81394  81518  82199  0  0
Remscheid  24100  24100  24138  24386  24398  24433  24570  24288  44000  0
Rennes  167803  170060  172588  174722  176728  178802  180978  183971  0  0
Reus  28367  27841  27636  27191  27110  27246  27373  27144  27894  27933
Reutlingen  68800  69300  69761  71300  71273  71196  72149  70109  52000  0
Riga  0  0  248200  249000  248400  252800  253100  251600  0  245800
Rijeka  46655  46452  45896  45510  40232  44737  44801  44424  46485  47487
Rimini  0  0  0  0  0  56626  56561  53704  0  0
Roma  0  0  0  0  0  890136  895010  881641  0  0
Roman  0  0  0  0  0  0  0  0  0  0
Romania  0  0  3916051  3833616  3936275  3883096  0  0  0  0
Roosendaal  0  31000  30000  29000  0  0  31206  29315  33000  33000
Rosenheim  74400  75900  76045  78123  78416  78880  80161  79089  59000  0
Rostock  98700  99200  98598  99185  97963  95457  97542  99751  85000  0
Rotterdam  0  335000  426000  430000  0  0  458135  459704  492000  500000
Rouen  161026  161752  161577  161602  161071  161285  162033  162293  0  0
Ruhrgebiet  0  0  0  0  0  0  1110326  1107121  1120000  0
Ruse  0  0  38013  37233  37603  36920  36851  35747  35331  0
Rybnik  0  0  0  0  0  0  0  0  0  0
Rzeszow  0  0  0  0  0  0  0  0  0  0
Ramnicu_Valcea  0  0  0  0  0  0  0  0  0  0
Saarbrucken  177000  175000  178269  185889  181272  181087  179353  179217  128000  0
Sagunto  0  0  17926  17944  17906  17922  17821  18232  18628  18993
Saint-Brieuc  44022  44030  44149  44427  44389  44484  44506  44949  0  0
Saint-Denis  68773  69947  71138  71644  72108  72192  73594  73780  0  0
Saint-Louis  11033  11287  11492  11563  11278  11235  11161  11127  0  0
Saint-Louis-Basel_(French_part)  26006  26253  26350  26336  26354  26673  27013  27348  0  0
Saint-Etienne  104705  104625  105288  105255  105254  105549  105976  106704  0  0
Salamanca  47652  47198  47173  45876  46589  46182  45950  45645  46384  47380
Salerno  0  0  0  0  0  43403  42786  40723  0  0
Samsun  0  0  0  0  0  0  0  0  0  0
San_Sebastian/Donostia  74391  74555  75116  75124  72855  76586  76756  78040  78619  76408
Sanlucar_de_Barrameda  0  0  0  0  0  0  0  14162  15277  15119
Santa_Cruz_de_Tenerife  115383  117879  125752  126203  127818  124808  127730  125869  131697  133976
Santa_Lucia_de_Tirajana  0  0  0  0  0  0  0  18716  19247  19780
Santander  85622  86297  84541  85535  84801  84990  85145  84481  86785  85393
Santiago_de_Compostela  48114  47879  47685  48079  48255  49141  48819  47477  48060  48520
Sassari  0  0  0  0  0  40788  42861  39200  0  0
Sassuolo  0  0  0  0  0  19493  20057  19205  0  0
Satu_Mare  0  0  0  0  0  0  0  0  0  0
Savona  0  0  0  0  0  19733  19387  19182  0  0
Schweinfurt  63700  63800  63813  65032  65080  64717  65471  64206  52000  0
Schweiz/Suisse  0  0  0  0  0  0  0  0  0  0
Schwerin  74300  75000  73852  73754  72605  70583  71630  73211  38000  0
Sevilla  319130  322700  350100  343569  342646  349363  351878  342127  358200  361159
Sheffield  0  0  269300  260800  273700  279900  0  0  0  0
Shumen  0  0  19474  18739  18552  18364  18484  18210  18989  0
Sibiu  0  0  0  0  0  0  0  0  0  0
Siedlce  0  0  0  0  0  0  0  0  0  0
Siegen  91500  92100  93021  95340  94825  94832  94863  93435  56000  0
Siirt  0  0  0  0  0  0  0  0  0  0
Siracusa  0  0  0  0  0  31871  32603  31137  0  0
Sittard-Geleen  0  32000  38000  37000  0  0  36590  37005  40000  40000
Slatina  0  0  0  0  0  0  0  0  0  0
Slavonski_Brod  16566  16280  15522  15229  18094  17455  16667  16352  18404  18131
Sliven  0  0  23375  22628  22580  22475  22455  21888  21044  0
Slovakia  1209500  1211800  1233600  1247400  1250600  1240400  0  1231300  0  0
Slovenia  462  467  429336  432918  439715  445407  0  0  0  0
Slupsk  0  0  0  0  0  0  0  0  0  0
Soest  0  0  18000  17000  0  0  17989  18499  18000  18000
Sofia  0  0  326670  323397  327316  322805  323741  317050  396504  0
Solingen  35600  36200  36467  36891  36644  36877  36973  36731  34000  0
Sopron  0  0  0  21980  0  0  0  0  0  25090
Southampton  0  0  175200  168700  167500  169500  0  0  0  0
Spain  10668800  10595400  10635042  10660422  10569600  10600300  0  0  0  0
Speyer  0  0  0  0  0  0  0  0  24000  0
Split  68045  67804  67146  66871  54103  70607  68854  68572  69351  74770
St_Gallen  0  0  0  67532  65780  68910  66912  64678  64407  0
Stalowa_Wola  0  0  0  0  0  0  0  0  0  0
Stara_Zagora  0  0  33499  33083  33547  33023  33028  32191  34075  0
Stargard  0  0  0  0  0  0  0  0  0  0
Stavanger  0  0  0  0  0  0  0  0  0  0
Stockholm  0  0  0  0  575221  585014  0  0  0  0
Stoke-on-Trent  0  0  105400  111800  108300  111400  0  0  0  0
Stralsund  52700  52500  51988  52115  51270  49896  50560  51764  24000  0
Strasbourg  196402  197052  198316  199261  200522  202489  204277  205944  0  0
Stuttgart  643900  647600  655430  671971  673342  675081  684757  665780  644000  0
Suceava  0  0  0  0  0  0  0  0  0  0
Suwalki  0  0  0  0  0  0  0  0  0  0
Swansea  0  0  83200  85600  83900  82000  0  0  0  0
Sweden  0  0  0  0  1452425  1478426  0  0  0  0
Swidnica  0  0  0  0  0  0  0  0  0  0
Szczecin  0  0  0  0  0  0  0  0  0  0
Szeged  0  0  0  56315  0  0  0  0  0  60157
Szolnok  0  0  0  34798  0  0  0  0  0  36187
Szombathely  0  0  0  34411  0  0  0  0  0  37424
Szekesfehervar  0  0  0  61158  0  0  0  0  0  67340
Talavera_de_la_Reina  0  0  22110  22500  21961  22140  21826  21805  22801  22856
Tallinn  0  0  157700  155100  161800  163300  167900  169200  170500  179700
Tampere/Tammerfors  0  0  105699  106325  106205  106774  107730  108981  110342  0
Taranto  0  0  0  0  0  54861  55966  54600  0  0
Tarnow  0  0  0  0  0  0  0  0  0  0
Tarragona  51958  51237  51449  50270  51160  50972  51630  51404  52438  52316
Tartu  0  0  39700  37700  38200  40100  40700  38800  38200  41300
Tatabanya  0  0  0  31923  0  0  0  0  0  36419
Tczew  0  0  0  0  0  0  0  0  0  0
Terni  0  0  0  0  0  31138  31487  30027  0  0
Thessaloniki  0  0  0  0  0  0  0  0  0  0
Tilburg  0  68000  77000  76000  0  0  79806  82676  84000  86000
Timisoara  0  0  0  0  0  0  0  0  0  0
Toledo  34402  33697  33743  34674  34524  34629  34305  34600  36182  36453
Tomaszow_Mazowiecki  0  0  0  0  0  0  0  0  0  0
Torino  0  0  0  0  0  356207  355361  351190  0  0
Torrevieja  0  0  19945  20007  19358  19067  19446  18829  19242  20300
Torun  0  0  0  0  0  0  0  0  0  0
Toulon  115506  116386  117469  118333  119655  120671  122076  122730  0  0
Toulouse  329697  335782  340792  344341  347351  351434  356889  363252  0  0
Tours  118701  119422  119470  119617  119801  120504  121208  122570  0  0
Trabzon  0  0  0  0  0  0  0  0  0  0
Trani  0  0  0  0  0  8433  8554  8216  0  0
Trapani  0  0  0  0  0  17236  16207  16885  0  0
Trencin  0  0  0  0  0  0  0  0  0  0
Trento  0  0  0  0  0  49082  50664  49301  0  0
Treviso  0  0  0  0  0  40019  40396  40969  0  0
Trier  53300  54000  53846  55751  55304  54857  55230  53939  74000  0
Trieste  0  0  0  0  0  47018  46026  46406  0  0
Trnava  0  0  0  0  0  0  0  0  0  0
Trondheim  0  0  0  0  0  0  0  0  0  0
Troyes  47764  48105  48566  48541  48800  48729  48810  48737  0  0
Tulcea  0  0  0  0  0  0  0  0  0  0
Turku/Abo  0  0  87166  87443  87608  88237  88320  88850  89191  0
Targoviste  0  0  0  0  0  0  0  0  0  0
Targu_Jiu  0  0  0  0  0  0  0  0  0  0
Targu_Mures  0  0  0  0  0  0  0  0  0  0
Tubingen  53300  53600  54199  55792  56229  56727  57675  56066  60000  0
Turkiye  0  0  0  0  0  0  0  0  0  0
Udine  0  0  0  0  0  48673  48972  48129  0  0
Ulm  117600  118700  119320  121881  122248  122822  125123  122401  121000  0
Umea  0  0  0  0  38371  38977  0  0  0  0
United_Kingdom  0  0  0  0  0  0  0  0  0  0
Uppsala  0  0  0  0  76551  77743  0  0  0  0
Utrecht  0  196000  231000  231000  0  0  234379  235698  249000  255000
Valence  55491  56102  56711  56646  57279  57871  58076  58733  0  0
Valencia  375768  374660  0  404364  401627  400416  399329  407835  416996  420277
Valenciennes  66320  66779  67281  67546  67728  67914  67893  68463  0  0
Valladolid  98198  95986  96662  97080  95184  99881  98514  95542  95799  95489
Van  0  0  0  0  0  0  0  0  0  0
Vannes  43655  44057  44334  44656  45017  45217  45707  46259  0  0
Varese  0  0  0  0  0  40822  40904  37772  0  0
Varna  0  0  84284  83333  84842  83901  84454  82856  91718  0
Veenendaal  0  0  22000  23000  0  0  22353  22986  25000  25000
Veliko_Tarnovo  0  0  16365  15663  16317  16254  16606  16344  18610  0
Venezia  0  0  0  0  0  110825  110125  106082  0  0
Venlo  0  46000  49000  49000  0  0  51449  50041  52000  53000
Verona  0  0  0  0  0  106491  107598  106892  0  0
Verviers  0  0  0  0  0  0  0  0  20374  0
Veszprem  0  0  0  29458  0  0  0  0  0  33249
Viana_do_Castelo  0  0  0  0  0  0  0  0  19741  0
Vicenza  0  0  0  0  0  47340  48325  48651  0  0
Vidin  0  0  10760  10097  10377  10218  10314  9963  9777  0
Vigo  123004  124291  122149  121442  121621  124725  124170  120757  123239  124727
Villingen-Schwenningen  50200  50200  50365  51296  51366  51559  52080  50516  46000  0
Vilnius  0  0  197682  206209  213749  213999  209255  215529  219930  226460
Viseu  0  0  0  0  0  0  0  0  24864  0
Vitoria/Gasteiz  61644  62071  61551  61801  60445  61452  63371  63292  64023  63842
Volos  0  0  0  0  0  0  0  0  0  0
Vratsa  0  0  12791  11728  12137  12048  12523  12017  13484  0
Vasteras  0  0  0  0  46417  47112  0  0  0  0
Walbrzych  0  0  0  0  0  0  0  0  0  0
Warszawa  0  0  0  0  0  0  0  0  0  0
Waterford  0  0  0  0  0  0  0  0  0  0
Weimar  35300  35200  34567  34984  34601  34644  34795  34324  24000  0
West_Midlands_urban_area  0  0  635000  630500  665500  662400  0  0  0  0
Wetzlar  59300  58200  58581  59028  58897  59141  59751  58000  34000  0
Wiesbaden  110700  108900  110212  112017  112150  111987  113890  110631  108000  0
Wilhelmshaven  38600  38019  38400  38271  38589  38665  38784  38289  29000  0
Wloclawek  0  0  0  0  0  0  0  0  0  0
Wolfsburg  0  0  0  0  0  0  0  0  87000  0
Worcester  0  0  42100  40600  43200  46500  0  0  0  0
Wroclaw  0  0  0  0  0  0  0  0  0  0
Wuppertal  74500  73900  74183  75569  0  0  75862  75844  85000  0
Wurzburg  126300  127000  126813  129514  129283  129361  130956  127668  100000  0
Yambol  0  0  17975  17271  17133  16970  16929  16446  16667  0
Zadar  0  0  0  23319  17669  24041  22986  22874  24105  26899
Zagreb  266459  266148  265295  264892  252061  281045  281861  281432  275543  270705
Zalaegerszeg  0  0  0  23470  0  0  0  0  0  25175
Zamora  0  0  16159  16250  15342  15840  15520  15066  15084  15121
Zamosc  0  0  0  0  0  0  0  0  0  0
Zaragoza  178266  176411  174669  179714  178310  180358  181848  182625  184232  184688
Zielona_Gora  0  0  0  0  0  0  0  0  0  0
Zlin  0  0  0  0  0  0  0  0  0  0
Zonguldak  0  0  0  0  0  0  0  0  0  0
Zwickau  76600  76400  75654  74856  74332  72745  73102  70830  54000  0
Zwolle  0  58000  85000  86000  0  0  93760  93889  97000  100000
Zurich  0  0  0  490042  490103  500141  485846  502133  504150  0
Avila  0  0  14057  14499  13997  14051  13996  13974  13919  14018
Arhus  0  0  0  0  0  0  0  0  0  0
Orebro  0  0  0  0  50472  51855  0  0  0  0
Usti_nad_Labem  0  0  0  0  0  0  0  0  0  0
Zilina  0  0  0  0  0  0  0  0  0  0
                    
Special_value                    
0  not_available                  
Available_flags0                    
b  break_in_time_series                  
d  definition_differs_(see_metadata)                  
e  estimated                  
u  low_reliability                  
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
                    
